id,influencer,initial,min,max
PAO1,r,0.0963846354245024,-0.77207457472453,2.37745794081698
PAO1,k,19.2811582023672,0,24.1096966978811
PAO1,SA25923,-0.029396796148706,-2,2
SA25923,r,0.183501251394677,-1.13021250842565,2.70849145225415
SA25923,k,17.7423524277432,0,21.5147217735521
SA25923,PAO1,0.00194877879897591,-2,2
