id,influencer,initial,min,max
SA25923,r,0.239905154922035,-1.64472812722095,3.20375385279727
SA25923,k,18.0580591646493,0,23.2372039170932
SA25923,SC5314,-0.0229693183871383,-2,2
SC5314,r,0.0330753016659959,-0.970525829378383,2.02082621928273
SC5314,k,12.5220030256354,0,16.0747190924251
SC5314,SA25923,-0.0316335829464363,-2,2
